7.9042E+18,43.524872,-71.445841,0
5.18097E+18,40.582845,-74.27524,1
9.19466E+18,40.520254,-74.420545,0
6.66037E+18,43.20886,-75.383365,1
8.14142E+18,31.531938,-81.804924,0
5.9111E+18,27.976883,-81.614414,1
6.92731E+18,41.693412,-95.889638,1
5.17708E+18,41.439109,-94.633805,0
7.06763E+18,45.348566,-92.401379,0
5.6042E+18,44.900923,-90.627475,0
5.99238E+18,37.505462,-90.845047,1
7.06361E+18,40.126767,-92.147994,0
7.77799E+18,38.911936,-77.016719,0
7.96703E+18,38.860315,-76.988897,0
9.02411E+18,34.247205,-116.818764,0
5.6208E+18,38.904011,-77.031695,1
5.63021E+18,38.908218,-76.982147,1
8.2618E+18,38.914561,-77.075649,1
8.96835E+18,38.892247,-77.019477,1
7.82965E+18,38.919261,-77.039798,0
8.84821E+18,38.897131,-77.041248,0
6.19848E+18,38.932711,-77.030248,1
5.45564E+18,38.93521,-77.060399,1
5.33831E+18,38.980231,-77.026298,1
7.01144E+18,38.95261,-77.017898,0
6.37602E+18,38.93826,-77.091149,0
4.96162E+18,38.893311,-77.014647,1
5.31382E+18,38.93056,-76.977953,1
5.91409E+18,38.96926,-77.070949,1
8.17739E+18,38.893311,-77.014647,0
5.39416E+18,38.93846,-76.993068,1
4.90548E+18,38.893311,-77.014647,1
6.93152E+18,38.891561,-76.939396,1
7.07676E+18,38.8368,-76.997697,0
6.21779E+18,38.85761,-76.971547,0
9.13537E+18,38.900659,-77.039914,1
6.09825E+18,38.876494,-77.022948,1
5.97179E+18,38.893311,-77.014647,0
7.33509E+18,38.893311,-77.014647,1
7.85957E+18,38.893311,-77.014647,1
8.01191E+18,38.893311,-77.014647,0
6.98503E+18,38.893311,-77.014647,0
8.35465E+18,38.893311,-77.014647,0
9.20435E+18,38.896599,-77.0319,0
5.80888E+18,38.918903,-77.061781,0
8.04813E+18,38.893311,-77.014647,0
8.4333E+18,38.893311,-77.014647,1
5.2046E+18,38.895911,-77.020998,1
6.86146E+18,38.893311,-77.014647,1
5.76535E+18,38.893311,-77.014647,1
6.91528E+18,38.893311,-77.014647,1
8.56175E+18,38.90014,-77.047899,0
6.16094E+18,38.893311,-77.014647,0
7.22049E+18,38.893311,-77.014647,1
4.84751E+18,38.893311,-77.014647,1
7.94596E+18,38.893311,-77.014647,1
9.15438E+18,38.893311,-77.014647,0
8.50526E+18,38.893311,-77.014647,1
4.85399E+18,38.893311,-77.014647,0
8.67182E+18,38.905317,-77.046645,0
5.72798E+18,38.901633,-77.020959,0
7.64498E+18,38.883412,-77.028198,1
6.80972E+18,38.893311,-77.014647,0
6.1246E+18,38.893311,-77.014647,0
6.35234E+18,38.893311,-77.014647,1
9.03193E+18,38.893311,-77.014647,1
4.9305E+18,38.918011,-77.020398,1
5.35623E+18,38.893311,-77.014647,1
5.86738E+18,38.900009,-77.036948,1
7.18746E+18,38.893311,-77.014647,0
7.33597E+18,38.933161,-76.996348,0
4.74258E+18,38.893311,-77.014647,1
4.94032E+18,38.893311,-77.014647,1
5.65215E+18,38.893311,-77.014647,0
4.75736E+18,38.893311,-77.014647,0
7.92537E+18,38.893311,-77.014647,1
7.25522E+18,38.893311,-77.014647,1
9.21976E+18,38.893311,-77.014647,1
8.54152E+18,38.897011,-77.025098,1
6.48848E+18,38.893311,-77.014647,1
8.63289E+18,38.893311,-77.014647,0
4.99076E+18,38.893311,-77.014647,1
8.72424E+18,38.893311,-77.014647,0
7.16685E+18,38.905317,-77.046645,1
6.03944E+18,38.893311,-77.014647,0
8.54936E+18,38.893311,-77.014647,1
6.58044E+18,38.893311,-77.014647,1
7.34333E+18,38.893311,-77.014647,1
6.55679E+18,38.893311,-77.014647,0
8.07382E+18,38.893311,-77.014647,0
5.76512E+18,38.893311,-77.014647,1
6.80393E+18,38.893311,-77.014647,0
8.31594E+18,38.893311,-77.014647,0
5.447E+18,38.891911,-77.014098,0
6.3598E+18,38.893311,-77.014647,0
6.80793E+18,38.893311,-77.014647,0
6.93819E+18,38.893311,-77.014647,1
8.80701E+18,38.893311,-77.014647,1
8.72456E+18,38.893311,-77.014647,0
8.33474E+18,38.893311,-77.014647,1
6.60855E+18,38.893311,-77.014647,0
7.91533E+18,38.893311,-77.014647,0
6.47462E+18,38.896611,-77.011748,1
4.62099E+18,38.893311,-77.014647,0
8.84841E+18,38.893311,-77.014647,1
5.76759E+18,38.893311,-77.014647,1
7.51137E+18,38.893311,-77.014647,1
6.22825E+18,38.900561,-77.039099,1
6.79568E+18,38.893311,-77.014647,1
4.83489E+18,38.893311,-77.014647,1
6.6775E+18,38.893311,-77.014647,1
6.59176E+18,38.893311,-77.014647,0
8.08125E+18,38.893311,-77.014647,0
8.49993E+18,38.893311,-77.014647,1
5.78918E+18,38.893311,-77.014647,0
7.60271E+18,38.887323,-77.03274,0
8.9833E+18,38.893311,-77.014647,0
8.95358E+18,38.893311,-77.014647,1
5.97872E+18,38.893311,-77.014647,1
5.32654E+18,38.893311,-77.014647,1
9.16724E+18,38.893311,-77.014647,0
6.20618E+18,38.893311,-77.014647,1
7.41472E+18,38.893311,-77.014647,1
8.66345E+18,38.893311,-77.014647,0
5.87863E+18,38.893311,-77.014647,0
6.63653E+18,38.893311,-77.014647,0
8.87779E+18,38.893311,-77.014647,0
5.93008E+18,38.893311,-77.014647,0
7.79364E+18,38.915361,-77.057199,1
6.79017E+18,38.928861,-77.017948,0
7.30745E+18,38.931161,-77.010298,1
5.33077E+18,38.893311,-77.014647,1
4.80461E+18,38.866745,-77.016556,1
5.18842E+18,38.897143,-77.040895,0
6.78831E+18,38.893311,-77.014647,0
6.32539E+18,38.867812,-77.028948,1
7.24327E+18,38.893311,-77.014647,1
5.9246E+18,38.893311,-77.014647,0
7.37057E+18,38.893311,-77.014647,1
9.12235E+18,38.893311,-77.014647,0
6.3115E+18,38.826163,-77.017448,1
5.5341E+18,38.893311,-77.014647,0
5.76548E+18,38.893311,-77.014647,0
8.20115E+18,38.893311,-77.014647,0
6.77972E+18,38.872553,-76.996605,1
6.66642E+18,38.893311,-77.014647,0
9.20383E+18,38.893311,-77.014647,1
6.36357E+18,38.893311,-77.014647,1
